ICD1_Iris,中文診斷
T07,多重鈍傷
T07,多重傷勢
T07,多器官挫裂傷
T07,身體多重外傷
T07,多發性外傷
T07,多器官損傷
T07,頭胸腹部多處外傷
T08,壓迫性脊柱骨折
T08,脊椎閉鎖性骨折
T08,脊髓骨折
T08,背部脊椎閉鎖性骨折
T08,背部骨折
T08,多發性脊椎骨折
T08,背部挫傷骨折
T08,脊柱骨折
T08,胸部脊椎閉鎖性骨折
T08,脊髓閉鎖性骨折
T08,脊椎橫斷脫離
T08,骨折B脊椎
T08,脊椎外力性骨折
T08,脊柱斷裂
T08,脊椎斷裂
T08,椎骨骨折
T08,脊椎骨折
T08,外傷性脊椎壓迫性骨折
T08,外傷性脊椎斷裂
T08,骨折B背部
T090,椎體挫傷
T090,鈍挫傷B軀幹
T090,軀幹挫傷
T090,鈍挫傷B脊椎
T091,軀幹裂傷
T091,裂傷B軀幹
T091,軀幹刺傷
T092,外傷性椎間盤破裂
T092,創傷性椎間盤突出
T092,第五椎關節脫臼
T092,第六椎關節脫臼
T092,外傷性椎間盤突出
T093(TR),脊髓裂傷
T093(TR),脊髓挫傷
T093(TR),創傷性脊髓損傷
T093(TR),傷害B脊髓
T093(TR),外傷性脊髓損傷
T093(TR),骨髓挫傷
T099,外傷性脊椎病變
T099,軀幹外傷
T099,傷害B脊椎
T099,脊椎裂傷
T099,腰椎外傷
T099,慢性外傷性脊椎病變
T099,傷害B軀幹
T099,軀幹鈍傷
T099,軀幹出血
T099,外傷性脊椎損傷
T10,骨折C手臂
T10,手臂骨折
T10,四肢壓砸傷骨折
T10,上肢粉碎性骨折
T10,四肢衝壓性挫傷骨折
T10,四肢粉碎性骨折
T10,上下肢骨折
T10,四肢挫傷骨折
T10,四肢骨折
T10,上肢骨折
T10,上肢開放性骨折
T10,四肢多處骨折
T10,骨折C上肢
T10,四肢開放性骨折
T10,臂挫傷骨折
T110,臂鈍挫傷
T110,上肢挫傷
T110,四肢鈍挫傷
T110,鈍挫傷C上肢
T110,四肢瘀傷
T110,四肢擦傷
T110,鈍挫傷D四肢
T110,上肢鈍挫傷
T110,上肢擦傷
T110,上肢撞挫傷
T110,上肢多處挫傷
T110,四肢挫傷
T111,上肢裂傷
T111,上肢裂創傷
T111,裂傷C上肢
T111,上肢銳器創傷
T111,上肢刺傷
T111,上肢撕裂傷
T111,上肢開放性撕裂傷
T116,手臂斷裂
T116,上肢斷裂
T119,手臂外傷
T119,上肢外傷
T119,上肢出血
T119,傷害C上肢
T119,上肢鈍性傷
T12,腿骨折
T12,下肢廣泛挫傷骨折
T12,下肢外傷性骨折
T12,下肢閉鎖性骨折
T12,外傷性下肢壓碎性骨折
T12,下肢挫傷骨折
T12,下肢關節性骨折
T12,腿外傷骨折
T12,下肢骨折
T12,下肢骨折出血
T12,腿骨骨折
T12,下肢開放性骨折
T12,腿粉碎骨折
T12,腿骨折固定中
T12,腿部骨折
T12,下肢外傷骨折
T12,骨折D下肢
T12,下肢多處骨折
T12,骨折D腿骨
T12,下肢粉碎性開放性骨折
T12,下肢輾創骨折
T130,下肢挫傷
T130,下肢鈍挫傷
T130,下肢撞挫傷
T130,下肢多處挫傷
T130,鈍挫傷D下肢
T130,下肢擦傷挫傷
T130,下肢廣泛瘀傷
T130,鈍挫傷D腿部
T131,下肢裂創
T131,下肢巨大裂傷
T131,下肢銳器傷
T131,下肢穿刺傷
T131,下肢開放性傷口
T131,下肢撕裂傷
T131,下肢遭農耕機割傷
T131,裂傷D下肢
T131,下肢體刺割感染
T131,腿部挫裂傷
T131,下肢多處撕裂傷
T131,腿部撕裂傷
T131,下肢夾壓撕裂傷
T131,裂傷D腿部
T132,肢體脫臼
T132,下肢脫位
T134,腿部血管斷裂
T134,下肢動脈切割傷
T134,下肢動脈玻璃切割傷
T136,下肢外傷性截肢
T136,下肢斷裂
T136,下肢斷離
T136,下肢輾斷傷
T139,腿創傷出血
T139,下肢撞傷
T139,傷害D下肢
T139,傷害D腿部
T139,下肢受傷感染
T139,下肢鈍傷
T139,下肢鈍力損傷
T139,下肢外傷
T139,下肢創傷
T139,腿部外傷
T140,大面積瘀傷
T140,關節挫傷
T140,鈍挫傷
T140,高速鈍挫傷
T140,擦傷
T140,身體廣泛性挫傷
T140,肢體鈍挫傷
T140,肢體挫傷
T140,蚊蟲咬傷感染
T140,對衝性鈍力挫傷
T140,肢體壓迫挫傷
T141,魚刺穿入
T141,身體大面積撕裂傷
T141,刀傷
T141,魚刺刺傷
T141,皮膚裂傷
T141,體表大面積撕裂傷
T141,刺戳傷
T141,開放性傷口
T141,裂傷
T142,凹陷性骨折
T142,各体腔破裂骨折出血
T142,肢體外傷骨折
T142,壓碎性骨折
T142,肢體斷裂
T142,多發性肢体斷脫
T142,複雜性骨折
T142,骨外露
T142,骨折手術後
T142,骨折性出血
T142,骨折
T142,肢体骨折
T142,截肢性碎裂性骨折
T142,骨折感染
T142,各体腔破裂骨折
T142,閉鎖性骨折
T142,肢體開放性骨折
T142,開放性骨折
T142,肢骨斷裂
T142,肢體破碎
T142,碎裂性骨折
T142,開放性粉碎性骨折
T142,四肢碎裂
T142,粉碎性骨折
T142,骨折裂傷
T142,關節骨折
T142,外傷性骨折
T142,肢體骨折
T142,肢體碎裂
T142,體腔破裂骨折
T142,破裂性骨折
T143,扭傷
T143,肌肉拉扭傷
T143,脫臼術後
T143,關節脫位
T143,骨關節脫臼
T144,外傷性神經病變
T144,神經血管損傷
T144,創傷性神經中軸損傷
T144,創傷性神經衰竭
T145,截斷靜脈導管
T145,創傷性動脈瘤
T145,傷害E大動脈
T145,創傷性血管剝離
T145,動脈穿刺
T145,血管損傷
T145,血管刺傷
T147,身體多處輾壓傷
T147,肢體輾壓傷
T147,壓砸碎裂傷
T147,脊髓斷截
T147,體腔壓創傷
T147,輸胎輾壓傷
T147,肢體破離
T147,外傷性截肢
T147,肢體支離
T147,壓砸傷
T147,輾死
T147,身體斷裂
T147,輾斃
T147,屍體斷離
T148,外力性內傷
T148,全身粉碎性傷害
T148,全身破裂
T148,全身完全粉碎
T148,各體腔破裂
T148,全身碎裂
T148,臟器外露
T148,臟器裸露
T148,體腔外傷
T148,臟器外溢
T148,體腔挫傷
T148,外傷性體腔破裂
T148,外傷性體腔出血
T148,體腔破裂
T148,外傷性器官損傷
T148,內部損傷
T149,鈍傷內出血
T149,全身外傷
T149,四肢撞擊傷
T149,四肢多發性損傷
T149,外傷性內出血
T149,全身性傷害
T149,軀體鈍力損傷
T149,關節內傷口
T149,全身挫裂創傷
T149,鈍傷
T149,四肢外傷
T149,無骨折性外傷
T149,粉碎性軀體損傷
T149,外傷
T149,墜機
T149,外傷出血
T149,軀體損傷
T149,四肢多處外傷
T149,鈍傷大出血
T149,內部損傷出血
T149,透析管斷裂大出血
T149,四肢撞傷
T149,外傷合併症
T149,突發性創傷
T149,大量外出血
T149,血管留置管斷裂大出血
T149,外傷性出血
T149,軟組織創傷出血
T149,動靜脈吻合外接管斷裂
T149,外傷性鈍力傷害
T149,外傷性失血
T149,拔掉動靜脈吻合管接頭
T149,創傷性出血
T149,肢體外傷
T149,肢體損傷
T149,動靜脈分流管切斷
T149,失血性外傷
T149,傷害B身體
T149,拔除手臂動脈之止血帶
T149,傷害
T149,創傷性內出血
T149,傷害D四肢
T149,創傷
T149,創傷性穿孔
T149,身体傷害
T149,四肢創傷
T149,肢體鈍力損傷
T149,外傷性死因
T149,重大創傷
T149,鈍力性軀體損傷
T149,拔除靜脈人工血管
T149,肢體鈍傷
T149,創傷性大量失血
T149,四肢鈍創
T149,損傷
T149,飛機失事
T149,外傷性肢體障礙
T149,受傷
T149,創傷性心肺停止
T149,鈍力傷
T149,壓傷性失血
T172,口咽部異物性出血
T172,衛生紙團阻塞口咽
T172,急性口咽梗塞
T173,食物殘渣噎住喉嚨
T173,喉之異物窒息
T173,食物阻塞咽喉
T173,喉內異物
T173,吃肉粽噎住喉嚨
T173,喉嚨卡痰
T173,痰哽塞喉嚨
T173,喉梗阻
T173,食用香蕉梗塞喉嚨
T173,喉嚨異物
T173,異物梗塞咽喉
T173,食物噎住喉氣管
T173,上聲門異物哽塞
T173,急性咽喉部梗塞
T173,餵食噎住
T173,喉之異物
T173,食物噎住喉嚨
T173,食物梗塞喉
T173,喉嚨遭檳榔噎到
T173,假牙不慎卡在咽喉
T173,吞肥皂哽喉頭
T173,咽喉組織血塊
T173,食物梗塞咽喉
T173,異物梗住喉嚨
T173,咽喉異物阻塞
T173,饅頭噎住喉嚨
T173,食物梗塞喉嚨
T174,食物堵塞氣管
T174,氣管食物梗塞
T174,血液吸入氣管
T174,多痰性氣管梗塞
T174,食物梗塞氣管
T174,食物噎住氣管
T174,嘔吐物氣管阻塞
T174,氣管吸入過量液體
T174,氣管吸入血液
T174,氣管吸入食物
T174,胃內容物梗塞氣管
T174,氣管食道阻塞
T174,管灌餵食時嗆入氣管
T174,血液溢入氣管腔
T174,血液溢入氣管腔窒息
T174,氣管血液塞住
T174,牛奶吸入氣管
T174,食道哽塞
T174,食道噎住
T174,血液氣管梗塞
T174,嘔吐物吸入氣管
T174,氣管痰阻塞
T174,氣管嗆到
T174,嘔吐食物吸入氣管
T174,異物吸入氣管
T174,氣管痰液梗塞
T174,氣管嗆入大量血塊
T174,急性食道梗塞
T174,氣管內異物吸入阻塞窒息
T174,氣管異物塞入
T174,氣管黏痰阻滯
T174,異物氣管阻塞
T174,氣管內異物
T174,異物梗塞氣管
T174,氣管梗塞
T174,食物嗆入氣管
T174,機械性食道氣管阻塞
T174,氣管內食物阻塞
T174,氣管異物嗆入
T174,痰液阻塞氣管
T174,氣管異物窒息
T174,溢奶吸入氣管腔內
T174,假牙梗塞氣管窒息
T174,氣管內血塊梗塞
T174,氣管異物梗塞
T174,氣管異物阻塞
T174,食物逆流於氣管區
T174,溢奶吸入氣管
T174,氣管異物
T175,支氣管食物阻塞窒息
T175,痰液梗塞支氣管
T175,主支氣管異物嵌入
T175,分泌物阻塞支氣管
T175,支氣管異物阻塞
T175,支氣管異物
T178,氣管支氣管及肺之異物
T178,肺部吸入大量出血窒息
T178,肺臟吸入大量血液
T178,肺部吸入過量液體
T178,食物嗆入肺部
T178,肺部血塊吸入
T178,異物吸入肺部
T178,吸入性嘔吐之乳疸肺栓塞
T178,肺部痰阻塞
T178,肺部痰窒息
T179,痰液導致呼吸道阻塞
T179,上呼吸道食物梗塞
T179,呼吸道吸入大量食物
T179,呼吸道梗阻
T179,呼吸道血塊阻塞
T179,痰液呼吸道堵塞
T179,痰梗塞窒息
T179,呼吸道吸入異物
T179,異物梗塞呼吸道
T179,呼吸道梗塞
T179,呼吸道異物
T179,痰梗塞
T179,上呼吸道吸入性阻塞
T179,上呼吸道梗塞
T179,嗆到窒息
T179,上呼吸道異物阻塞
T179,上呼吸道異物阻塞窒息
T179,呼吸道異物阻塞
T179,嗆到
T179,上呼吸道異物哽塞
T179,吸入呼吸道損傷
T179,呼吸道異物梗塞
T179,吸入血塊窒息
T179,黏液異物阻塞窒息
T179,呼吸道哽阻
T179,痰液阻塞
T179,上呼吸道分泌物阻塞
T179,呼吸道吸入水泥土
T179,間接性梗阻
T179,服食藥丸嗆咳
T179,嗆死
T179,嗆咳
T179,嗆食
T179,呼吸道阻塞窒息
T179,嗆哽咽
T179,呼吸道食物吸入
T179,呼吸道吸入泥沙液體
T179,外因性呼吸道阻塞缺氧
T179,痰噎死
T179,痰窒息
T179,痰液梗塞
T179,呼吸道食物阻塞
T179,上呼吸道血塊阻塞
T179,黏液阻塞呼吸道
T179,分泌物阻塞呼吸道
T179,嗆傷
T179,痰液阻塞呼吸道
T179,黏液阻塞
T179,食道出血入呼吸道
T179,嗆入性窒息
T179,呼吸道奶水阻塞
T179,姿勢性呼吸道阻塞
T179,氣道嘔吐物阻塞內窒息
T179,氣道痰液異物阻塞窒息死亡
T179,進食中阻塞致傷死
T179,氣道痰液梗塞
T179,痰阻塞窒息
T179,吐奶
T179,阻塞性窒息
T179,溢奶吸入性窒息
T179,吃食物嗆入氣道
T179,氣道嗆入異物
T179,吃湯圓
T179,吃饅頭噎住
T179,進食年糕遭噎塞
T179,進食中食物噎塞
T179,吸入水溝內異物
T179,溢奶吸入性嗆傷
T179,痰阻塞
T179,污泥阻塞呼吸道
T179,外呼吸道異物梗塞
T179,嗆入呼吸道
T179,嗆入性呼吸道阻塞
T179,溢奶阻塞上呼吸道
T179,生前泥土吸入
T179,痰阻塞性呼吸道缺氧
T179,嗆入
T179,食糜阻塞
T179,急性異物梗塞
T179,呼吸水溝内污泥
T179,急性氣道異物嗆入
T179,急性氣道梗塞
T179,急性食物嗆入
T179,泥土阻塞氣道
T179,嗆奶窒息
T179,吸入奶塊
T179,溢奶吸入呼吸道
T179,呼吸道分泌物阻塞
T179,呼吸道外物包覆
T179,吞食意外窒息
T179,吞食麻糬
T179,嗆入窒息
T179,吞食異物
T179,乳汁逆流
T179,卡痰窒息
T179,吞服藥丸發生嘔吐
T179,嗆入嘔吐物
T179,嗆水
T179,嗆奶
T179,上呼吸道嘔吐物阻塞
T179,上呼吸道痰梗塞
T179,吞食食物意外窒息
T179,粘液阻塞呼吸道
T179,吸入污泥廢水
T179,嗆入胃液
T179,溢奶
T179,異物嗆入呼吸道
T179,異物嗆入
T179,異物窒息
T179,吸入大量嘔吐物
T179,異物梗塞窒息
T179,進食噎住
T179,氣道異物窒息
T179,氣道異物阻塞
T179,吞嚥窒息
T179,氣道梗塞
T179,氣道哽塞
T179,急性呼吸道異物阻塞
T179,氣道外因性阻塞
T179,急性呼吸道痰阻塞
T179,麻糬噎死
T179,嘔吐物梗塞呼吸道
T179,酒醉噎塞
T179,血塊阻塞氣道
T179,血塊阻塞
T179,假牙阻塞呼吸道
T179,梗噎
T179,外傷性呼吸道阻塞窒息
T179,反胃物吸入呼吸道
T179,外傷性呼吸道阻塞
T179,梗噎窒息
T179,食物哽塞
T179,食物噎塞呼吸道
T179,梗嚥
T179,牛奶吸入
T179,假牙梗塞
T179,牛奶吸入呼吸道噎塞
T179,牛奶吸入性窒息
T179,血塊哽住呼吸道
T179,牛奶阻塞氣道
T179,血痰阻塞
T179,吸入泥沙
T179,噎食
T179,吸入食物呼吸道阻塞窒息
T179,哽塞
T179,食物梗塞
T179,噎奶阻塞呼吸道
T179,噎奶
T179,嘴裡有飯粒
T179,誤嗆
T179,吸入性損傷
T179,血液吸入
T179,血液阻塞呼吸道
T179,砂石阻塞呼吸道
T179,意外呼吸道阻塞
T179,哽咽
T179,吸入泥水
T179,呼吸道異物窒息
T179,牛奶堵塞
T179,牛奶嗆入呼吸道
T179,牛奶嗆到
T179,食物阻塞
T179,食物嗆到
T179,機械性呼吸道阻塞
T179,食物嗆入窒息
T179,食物嗆入呼吸道
T179,食物哽咽窒息
T179,食物嗆入
T179,食物阻塞呼吸道
T179,吸入煤灰
T179,食物窒息
T179,食物阻塞氣道
T179,假牙嗆入
T179,食物哽咽
T179,食物異物吸入
T179,吸入胃內容物
T179,食物吸入性阻塞
T179,吸入嘔吐物
T179,突發性嘔吐物哽塞
T179,吸入泥漿
T179,外物嗆入呼吸道
T179,血液嗆咳入呼吸道
T179,吸水泥土入呼吸道
T179,吸入糞便引起合併症
T179,吸入液體窒息
T179,食物回流呼吸道
T179,吸入液體及泥土
T179,誤食龍眼
T179,吸入粉塵
T179,食物噎住
T179,食物誤入呼吸道
T179,食物吸入
T179,吸入嘔吐物窒息
T179,食物梗塞窒息
T179,食物嗆傷
T179,突發異物梗塞
T179,食物噎住呼吸道
T179,飲水嗆死
T179,吸入性嗆咳
T179,誤食異物
T179,異物阻塞呼吸道
T179,嘔吐物梗塞
T179,喝奶阻塞呼吸道
T179,吸入性呼吸器官損傷
T179,異物阻塞
T179,喝水嗆入窒息
T179,異物吸入窒息
T179,吸入性食物呼吸窒息
T179,嘔吐物堵塞呼吸道
T179,吸入性哽塞
T179,吸入性氣道梗塞
T179,吸入性氣道嗆傷
T179,吸入液體嗆到
T179,吸入異物
T179,餵乳後反逆
T179,吸入性淤沙
T179,哽噎
T179,吸入性呼吸道損傷
T179,吸入性異物呼吸道阻塞
T179,誤食尿布(棉布)
T179,異物阻塞氣道
T179,呼吸道異物嗆入
T179,異物梗塞
T179,呼吸道嗆入
T179,服食異物
T179,呼吸道痰梗塞
T179,誤吸入胃內容物
T179,呼吸道機械性阻塞
T179,呼吸道黏液填塞
T179,膿痰氣道阻塞
T179,吸入性呼吸損傷
T179,嘔吐物噎住呼吸道
T179,異物哽塞
T179,吸入性呼吸道阻隔缺氧
T179,吸入性呼吸道梗塞
T179,嘔吐物意外吸入
T179,嘔吐物窒息
T179,急性痰阻塞
T179,急性痰液阻塞
T179,吸入性異物梗塞
T179,吸入食物所致呼吸道阻塞
T179,不明原因嘔吐哽塞
T179,鮮血嗆入呼吸道
T179,嘔吐物阻塞呼吸道
T179,胃部內容物
T179,酒後嘔吐吸入嘔吐物
T179,頭部沒入水田污泥
T179,酒後嘔吐物阻塞呼吸道
T179,酒後嘔吐意外
T179,嘔吐性窒息
T179,哽塞窒息
T179,食物梗塞呼吸道
T179,胃液吸入
T179,嘔吐物反嗆
T179,餵食牛奶
T179,嘔吐物吸入呼吸道
T179,胃容物窒息
T179,異物吸入
T179,胃容物吸入
T179,嘔吐物呼吸道阻塞
T179,嘔吐物阻塞
T179,異物吸入呼吸道
T179,嘔吐物阻塞上呼吸道
T179,吸入性窒息(W)
T179,嘔吐物吸入
T179,食物梗塞氣道
T180,嘴塞暖暖包
T180,汙泥口鼻阻塞
T180,塞異物於口中
T180,口腔異物阻塞
T180,口鼻異物阻塞
T180,酒後嘔吐物阻塞口鼻
T180,口鼻內異物
T180,口鼻吸入泥漿
T180,口鼻呼吸道吸入泥沙
T180,衛生紙塞滿口腔
T180,口中塞入塑膠
T181,食道異物阻塞
T181,食道異物吸入
T181,食物噎住食道
T181,吃晚餐噎住食道
T181,食道異物存留
T181,異物梗塞食道
T181,異物吞入食道
T183,腸道異物
T183,魚刺腸穿孔
T183,魚刺穿破小腸
T183,異物吞入腸道
T189,誤食電池
T189,上消化道異物梗塞
T189,誤吞電池
T189,胃腸道異物
T189,吸入性消化道閉塞缺氧
T189,吞食藥片包裝用的錫箔紙
T189,食物阻塞消化道
T200,頸部電灼傷
T200,頭灼傷
T200,顏臉部燒燙傷
T200,顏面燒傷
T200,臉部化學傷
T200,臉部灼傷
T200,頸部燒傷
T200,面燒傷
T200,頭部燒灼傷
T200,臉頰電流燒焦
T200,頭部燒傷
T200,頸部燒灼傷
T200,顏面部灼傷
T200,臉燒灼傷
T200,顏面部燒灼傷
T200,頭部電擊灼傷
T200,頭燒傷
T202,臉部二度灼傷
T202,顏面二度灼傷
T203,顏面三度灼傷
T203,頸部三度燒傷
T203,頭部四度燒傷
T203,頭部三度燙傷
T203,顏面三度燒傷
T203,頸部四度燒傷
T210,臀部燙傷
T210,臀部燒灼傷
T210,腰部以上燒灼傷
T210,背部灼傷
T210,腰部電灼傷
T210,臀部灼傷
T210,胸灼傷
T210,胸背部燒傷
T210,胸部燒傷
T210,胸部燙傷
T210,背部燒灼傷
T210,腹部燙傷
T210,腹部燒傷
T210,腹部電擊灼傷
T210,軀幹灼傷
T210,會陰燒傷
T210,背部燒傷
T210,會陰部燒傷
T210,前胸燙傷
T210,軀幹燒傷
T210,胸部電擊灼傷
T210,背部燙傷
T212,臀部二度燙傷
T212,背部二度燙傷
T212,腹部二度燙傷
T212,胸背二度灼傷
T213,胸前三度燒傷
T213,下腹壁第三度燙傷
T213,軀幹三度燙傷
T213,胸部三度燙傷
T213,軀幹三度燒傷
T213,背部三度燒傷
T213,胸部四度燒傷
T213,臀部三度燒傷
T213,胸壁三度灼傷
T213,會陰部2-3度灼燒
T220,四肢燙傷
T220,肢體多處燙傷
T220,上肢灼傷
T220,臂燒傷
T220,肩部電灼傷
T220,前臂燙傷
T220,上肢燒灼傷
T220,肩部燙傷
T220,前臂電灼傷
T220,上肢燙傷
T220,四肢燒傷
T223,前臂三度燙傷
T223,肩第三度燒傷
T223,四肢三度燒傷
T230,手燒灼傷
T230,手燒傷
T230,手燙傷
T230,手掌燒傷
T230,手部電擊灼傷
T230,手掌指電灼傷
T230,手灼傷
T230,掌指灼傷
T232,手部二度灼傷
T232,手二度燙傷
T240,大腿燙傷
T240,大腿燒傷
T240,四肢灼傷
T240,下腿燒傷
T240,腳灼傷
T240,下肢燙傷
T240,下肢多處燒傷
T240,下肢燒燙傷
T240,大腿前部電灼傷
T240,腿部燒灼傷
T240,腿部電灼傷
T240,小腿電灼傷
T240,下肢灼傷
T240,大腿電流燒焦
T240,下肢燒傷
T242,下肢二度灼傷
T242,大腿二度灼燒
T243,四肢三度灼傷
T243,腳三度燒燙傷
T243,腿部三度燒傷
T243,下肢四度燒灼傷
T243,下肢三度燒傷
T243,大腿三度燙傷
T250,足部燙傷
T250,足跟燒燙傷
T250,腳燒傷
T250,足蹠底部電灼傷
T250,腳燙傷
T250,足灼燒
T270,氣管燒傷
T270,氣管吸入碳粒
T270,氣管灼傷
T271,肺部吸入性灼傷
T271,肺化學性灼傷
T271,肺腐蝕性傷害
T273,吸入性呼吸道灼傷
T273,呼吸道灼傷
T273,上呼吸道化學性灼傷
T273,上呼吸道灼傷
T273,呼吸道化學性灼傷
T274,腐蝕性氣管炎
T274,腐蝕性喉頭灼傷
T274,支氣管腐蝕性化學物質灼傷
T274,腐蝕性氣道傷害
T274,腐蝕性喉炎
T277,腐蝕性呼吸道灼傷
T277,腐蝕性呼吸道傷害
T277,上呼吸道腐蝕性傷害
T277,呼吸道強鹼腐蝕性灼傷
T277,呼吸道損傷
T277,呼吸道腐蝕性傷害
T277,毒物吞入性呼吸系統傷害
T280,咽部燒傷
T280,咽喉灼傷
T280,口腔灼傷潰瘍
T280,口腔黏膜灼傷
T281,食道黏膜灼傷
T281,化學性食道灼傷
T281,食道灼傷
T281,食道化學灼傷
T281,食道化學傷害
T281,食道強鹼灼傷
T281,食道灼傷壞死
T281,食道灼瘍潰瘍
T281,食道強鹼腐蝕性灼傷
T281,食道燒傷
T281,化學性食道傷害
T281,灼傷性食道炎
T282,小腸灼傷
T282,胃嚴重灼傷
T282,上腸胃道化學性灼傷
T282,胃灼傷
T282,腸胃道灼傷
T282,內臟潰爛
T282,腸胃道化學性灼傷
T282,胃腸道重度灼傷潰瘍
T282,上消化道化學性灼傷
T282,十二指腸灼傷
T282,化學性消化道灼傷
T282,腸胃道中毒性損傷
T282,上消化道灼傷
T282,消化道灼傷
T282,上腸胃道2~3度燒灼傷
T282,上腸胃道燒灼傷
T282,廣泛性消化道灼傷
T282,消化道化學性灼傷
T282,胃腸道燒灼傷
T285,會厭軟骨腐蝕
T285,口腔化學腐蝕灼傷
T285,口腔腐蝕性損傷
T285,口咽腐蝕傷
T285,口腔腐蝕性灼傷穿孔
T286,腐蝕性食道出血
T286,食道腐蝕受損
T286,腐蝕性食道
T286,食道腐蝕傷害
T286,食道腐蝕性損傷
T286,食道腐蝕性全層傷害
T286,腐食性食道灼傷
T286,食道腐蝕灼傷
T286,食道腐蝕性灼傷穿孔
T286,食道腐蝕傷
T286,食道腐蝕性傷害
T286,食道腐蝕性潰瘍
T286,食道腐蝕性化學物質灼傷
T286,食道腐蝕性灼傷
T286,腐食性食道炎
T286,腐蝕性食道灼傷
T286,食道鹽酸燒灼性損傷
T286,腐蝕性食道損傷
T286,腐蝕性食道裂傷
T286,腐蝕性食道破裂
T286,腐蝕性食道穿孔
T286,腐蝕性食道炎
T287,胃及十二指腸腐蝕性傷害穿孔
T287,腹內器官腐蝕性損傷
T287,胃腐蝕穿孔
T287,腸腐蝕性灼傷
T287,化學物質食入腐蝕性潰瘍
T287,脾腐蝕性傷害
T287,化學性腐蝕性消化道灼傷
T287,腐蝕性上消化道潰瘍
T287,胃腐蝕傷害
T287,腐食性食道胃腸病變
T287,胰腐蝕性傷害
T287,胃腸道腐蝕性灼傷
T287,腐蝕性上消化道損傷
T287,腐蝕性上消化道炎
T287,腐蝕性上消化道灼傷
T287,腸胃損傷
T287,胃腐蝕性潰瘍
T287,腐蝕性腸胃道灼傷
T287,胃腐蝕性損傷
T287,胃腐蝕性傷害
T287,胃小腸腐蝕性損傷
T287,上消化道腐蝕出血
T287,腐食性腸胃道壞死
T287,胃腐蝕性灼傷
T287,吸入性消化道腐蝕傷
T287,胃腐蝕性化學物質灼傷
T287,小腸腐蝕性灼傷
T287,腐蝕性上腸胃道傷害
T287,腐食性腸胃道穿孔
T287,腐食性消化道傷害
T287,胃化學性灼傷
T287,吞食酸性化學物質
T287,胃食道腐蝕性傷害
T287,上消化道腐蝕
T287,腐蝕性腸胃傷害
T287,腸胃道強酸性壞死
T287,腐蝕性消化道出血
T287,腐蝕性消化道灼傷
T287,腐蝕性消化道炎
T287,腸胃道腐蝕性傷害
T287,腐蝕性消化道傷害
T287,胃鹽酸燒灼性損傷
T287,腐蝕性消化道損傷
T287,上腸胃道腐蝕傷
T287,上胃腸道腐蝕性傷害
T287,消化道腐蝕
T287,消化道腐蝕性灼傷
T287,腸胃道酸性腐蝕
T287,腐蝕性消化道潰瘍
T287,消化道腐蝕傷
T287,消化道腐蝕傷穿孔
T287,消化道塩酸灼傷
T287,消化器官化學性腐蝕灼傷
T287,腐蝕性消化道潰瘍穿孔
T287,腐蝕性強酸胃部損傷
T287,腸胃道腐蝕性中毒
T287,腐蝕性腸胃穿孔
T287,毒物吞入性消化系統傷害
T287,腐蝕性腹膜炎
T287,腐蝕性腸道炎
T287,消化道腐蝕性傷害
T287,服飲消化道腐蝕劑
T287,上消化道強鹼性傷害
T287,上消化道腐蝕性傷害
T287,腐食性胃炎
T287,腐蝕性胃炎
T287,腐食性胃灼傷
T287,十二指腸鹽酸燒灼性損傷
T287,腐蝕性物質腸胃道傷害
T287,上消化道腐蝕傷穿孔
T287,上消化道腐蝕灼傷
T287,上消化道腐蝕性灼傷
T287,上消化道腐蝕傷出血
T287,十二指腸腐蝕性灼傷
T287,腐蝕性胃傷害
T289,大動脈腐蝕出血
T289,主動脈腐蝕性傷害
T300,吸入性燙傷
T300,全身性燒傷
T300,體表灼傷
T300,吸入性灼傷
T300,電氣灼傷
T300,全身大面積燒傷
T300,化學性灼傷
T300,化學性吸入性灼傷
T300,屍體焦黑
T300,肢體多處燒傷
T300,生前燒死
T300,生前燒灼
T300,日光熱灼傷
T300,工作中環境高溫曬傷
T300,生前燒傷
T300,火傷
T300,全身大面積燒灼傷
T300,皮膚燙傷症候群
T300,吸入性熱損傷
T300,洗澡性意外遭熱水燙傷
T300,進入溫泉水源儲水桶內灼燙傷
T300,電灼傷
T300,洗澡燙傷
T300,多處電灼傷
T300,燒傷
T300,燒傷(T300)
T300,全身多處火傷
T300,曝露於烈日酷熱致傷
T300,燒燙傷
T300,燙傷
T300,全身多處灼傷
T300,廣泛性灼傷
T300,全身多處燒灼傷
T300,全身肌肉組織嚴重燒傷後
T300,全身灼傷
T300,燙傷感染
T300,跌入熱湯中
T300,燒灼傷
T300,燒灼
T300,燒死
T300,生前灼傷
T300,灼傷感染
T300,廣泛性燒灼傷
T300,全身化學性灼傷
T300,廣泛燒傷
T300,化學藥物灼傷
T300,廣面積燒傷感染
T300,廣範圍熱傷
T300,自行意外在浴池內遭熱水燙傷
T300,硫酸燒傷
T300,吸入性燒傷
T300,全身燒傷
T300,全身燒焦
T300,自行澆淋液體燃料引火燃燒
T300,泡澡燙傷
T300,大面積燒燙傷
T300,重度燒燙傷
T300,全身嚴重燒燙傷
T300,散在性電灼傷
T300,全身燻燒傷
T300,全身炸碎裂
T300,大面積燒傷
T300,熱灼傷
T300,全身燙傷
T300,全身嚴重灼傷
T300,灼傷
T300,全身面積重度燒傷
T300,全身燒燙傷
